listing_id,building,floor,rooms,area,price,status,url,area_m2,price_eur,price_per_m2
R131,R,13,3.0,"82,14 m²",-,Predaný,,82.14,,
R132,R,13,2.0,"59,24 m²",-,Predaný,,59.24,,
R133,R,13,4.0,"118,82 m²",-,Predaný,,118.82,,
R125,R,12,2.0,"61,20 m²",-,Predaný,,61.2,,
R126,R,12,4.0,"100,92 m²",-,Predaný,,100.92,,
R13,R,1,1.0,"62,39 m²",202 584 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/r13/,62.39,202584.0,3247.0588235294117
R122,R,12,2.0,"53,33 m²",-,Predaný,,53.33,,
R123,R,12,3.0,"98,72 m²",-,Predaný,,98.72,,
R124,R,12,4.0,"124,79 m²",-,Predaný,,124.79,,
R116,R,11,4.0,"100,91 m²",-,Predaný,,100.91,,
R12,R,1,3.0,"137,89 m²",-,Predaný,,137.89,,
R121,R,12,3.0,"82,13 m²",-,Predaný,,82.13,,
R113,R,11,4.0,"126,86 m²",-,Predaný,,126.86,,
R114,R,11,3.0,"88,73 m²",-,Predaný,,88.73,,
R115,R,11,2.0,"55,29 m²",-,Predaný,,55.29,,
R11,R,1,3.0,"71,45 m²",-,Predaný,,71.45,,
R111,R,11,3.0,"82,14 m²",-,Predaný,,82.14,,
R112,R,11,2.0,"59,24 m²",-,Predaný,,59.24,,
R104,R,10,4.0,"124,79 m²",-,Predaný,,124.79,,
R105,R,10,2.0,"61,20 m²",-,Predaný,,61.2,,
R106,R,10,4.0,"100,92 m²",-,Predaný,,100.92,,
R101,R,10,3.0,"82,13 m²",-,Predaný,,82.13,,
R102,R,10,2.0,"53,33 m²",-,Predaný,,53.33,,
R103,R,10,3.0,"98,72 m²",-,Predaný,,98.72,,
S713,S,7,2.0,"51,38 m²",-,Predaný,,51.38,,
S714,S,7,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S715,S,7,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S707,S,7,1.0,"33,89 m²",-,Nedostupný,,33.89,,
S708,S,7,2.0,"48,61 m²",259 984 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s708/,48.61,259984.0,5348.364534046493
S709,S,7,2.0,"48,61 m²",-,Nedostupný,,48.61,,
S710,S,7,1.0,"33,88 m²",-,Nedostupný,,33.88,,
S711,S,7,1.0,"33,88 m²",-,Nedostupný,,33.88,,
S712,S,7,2.0,"57,44 m²",-,Predaný,,57.44,,
S702,S,7,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S703,S,7,3.0,"68,54 m²",330 617 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s703/,68.54,330617.0,4823.708783192296
S704,S,7,3.0,"81,56 m²",-,Predaný,,81.56,,
S705,S,7,2.0,"48,61 m²",-,Predaný,,48.61,,
S706,S,7,1.0,"33,88 m²",-,Nedostupný,,33.88,,
S613,S,6,2.0,"51,38 m²",-,Predaný,,51.38,,
S614,S,6,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S615,S,6,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S701,S,7,2.0,"50,93 m²",256 798 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s701/,50.93,256798.0,5042.175535048105
S609,S,6,2.0,"48,61 m²",-,Predaný,,48.61,,
S610,S,6,1.0,"33,88 m²",-,Nedostupný,,33.88,,
S611,S,6,1.0,"33,88 m²",-,Predaný,,33.88,,
S612,S,6,2.0,"57,44 m²",-,Predaný,,57.44,,
S604,S,6,3.0,"81,56 m²",-,Predaný,,81.56,,
S605,S,6,2.0,"48,61 m²",-,Predaný,,48.61,,
S606,S,6,1.0,"33,88 m²",-,Predaný,,33.88,,
S607,S,6,1.0,"33,89 m²",-,Nedostupný,,33.89,,
S608,S,6,2.0,"48,61 m²",-,Predaný,,48.61,,
S513,S,5,2.0,"51,38 m²",-,Predaný,,51.38,,
S514,S,5,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S515,S,5,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S601,S,6,2.0,"50,93 m²",-,Predaný,,50.93,,
S602,S,6,2.0,"50,93 m²",-,Predaný,,50.93,,
S603,S,6,3.0,"68,54 m²",315 716 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s603/,68.54,315716.0,4606.302888824044
S508,S,5,2.0,"48,61 m²",-,Predaný,,48.61,,
S509,S,5,2.0,"48,61 m²",-,Predaný,,48.61,,
S510,S,5,1.0,"33,88 m²",-,Nedostupný,,33.88,,
S511,S,5,1.0,"33,88 m²",-,Predaný,,33.88,,
S512,S,5,2.0,"57,44 m²",-,Predaný,,57.44,,
S501,S,5,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S502,S,5,2.0,"50,93 m²",-,Predaný,,50.93,,
S503,S,5,3.0,"68,54 m²",313 410 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s503/,68.54,313410.0,4572.658301721622
S504,S,5,3.0,"81,56 m²",-,Predaný,,81.56,,
S505,S,5,2.0,"48,61 m²",-,Predaný,,48.61,,
S506,S,5,1.0,"33,88 m²",-,Predaný,,33.88,,
S507,S,5,1.0,"33,89 m²",-,Nedostupný,,33.89,,
S410,S,4,1.0,"33,88 m²",-,Predaný,,33.88,,
S411,S,4,1.0,"33,88 m²",-,Predaný,,33.88,,
S412,S,4,2.0,"57,44 m²",-,Predaný,,57.44,,
S413,S,4,2.0,"51,38 m²",-,Predaný,,51.38,,
S414,S,4,2.0,"50,93 m²",241 274 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s414/,50.93,241274.0,4737.365010799136
S415,S,4,2.0,"50,93 m²",-,Predaný,,50.93,,
S405,S,4,2.0,"48,61 m²",-,Predaný,,48.61,,
S406,S,4,1.0,"33,88 m²",-,Predaný,,33.88,,
S407,S,4,1.0,"33,89 m²",-,Predaný,,33.89,,
S408,S,4,2.0,"48,61 m²",-,Predaný,,48.61,,
S409,S,4,2.0,"48,61 m²",-,Predaný,,48.61,,
S315,S,3,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S401,S,4,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S402,S,4,2.0,"50,93 m²",-,Predaný,,50.93,,
S403,S,4,3.0,"68,54 m²",-,Predaný,,68.54,,
S404,S,4,3.0,"81,56 m²",-,Predaný,,81.56,,
S309,S,3,2.0,"48,61 m²",-,Predaný,,48.61,,
S310,S,3,1.0,"33,88 m²",-,Predaný,,33.88,,
S311,S,3,1.0,"33,88 m²",-,Predaný,,33.88,,
S312,S,3,2.0,"57,44 m²",-,Predaný,,57.44,,
S313,S,3,2.0,"51,38 m²",-,Predaný,,51.38,,
S314,S,3,2.0,"50,93 m²",-,Nedostupný,,50.93,,
S304,S,3,3.0,"81,56 m²",-,Predaný,,81.56,,
S305,S,3,2.0,"48,61 m²",-,Predaný,,48.61,,
S306,S,3,1.0,"33,88 m²",-,Predaný,,33.88,,
S307,S,3,1.0,"33,89 m²",-,Predaný,,33.89,,
S308,S,3,2.0,"48,61 m²",-,Predaný,,48.61,,
S214,S,2,2.0,"50,93 m²",237 509 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s214/,50.93,237509.0,4663.440015707834
S215,S,2,2.0,"50,93 m²",237 509 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s215/,50.93,237509.0,4663.440015707834
S301,S,3,2.0,"50,93 m²",242 391 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s301/,50.93,242391.0,4759.297074415865
S302,S,3,2.0,"50,93 m²",-,Predaný,,50.93,,
S303,S,3,3.0,"68,54 m²",309 492 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s303/,68.54,309492.0,4515.494601692442
S209,S,2,2.0,"48,61 m²",-,Predaný,,48.61,,
S210,S,2,1.0,"33,88 m²",-,Predaný,,33.88,,
S211,S,2,1.0,"33,88 m²",-,Predaný,,33.88,,
S212,S,2,2.0,"57,44 m²",-,Predaný,,57.44,,
S213,S,2,2.0,"51,38 m²",-,Predaný,,51.38,,
S204,S,2,3.0,"81,56 m²",322 779 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s204/,81.56,322779.0,3957.5649828347227
S205,S,2,2.0,"48,61 m²",-,Predaný,,48.61,,
S206,S,2,1.0,"33,88 m²",-,Predaný,,33.88,,
S207,S,2,1.0,"33,89 m²",-,Predaný,,33.89,,
S208,S,2,2.0,"48,61 m²",-,Predaný,,48.61,,
S114,S,1,2.0,"48,53 m²",-,Nedostupný,,48.53,,
S115,S,1,2.0,"48,53 m²",-,Nedostupný,,48.53,,
S201,S,2,2.0,"50,93 m²",-,Predaný,,50.93,,
S202,S,2,2.0,"50,93 m²",237 509 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s202/,50.93,237509.0,4663.440015707834
S203,S,2,3.0,"68,54 m²",-,Predaný,,68.54,,
S109,S,1,2.0,"62,01 m²",258 026 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s109/,62.01,258026.0,4161.038542170618
S110,S,1,1.0,"38,29 m²",-,Predaný,,38.29,,
S111,S,1,1.0,"38,29 m²",-,Predaný,,38.29,,
S112,S,1,1.0,"47,06 m²",-,Nedostupný,,47.06,,
S113,S,1,1.0,"35,12 m²",-,Nedostupný,,35.12,,
S103,S,1,3.0,"68,55 m²",304 209 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s103/,68.55,304209.0,4437.768052516411
S104,S,1,3.0,"102,58 m²",-,Predaný,,102.58,,
S105,S,1,2.0,"62,01 m²",258 026 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/s105/,62.01,258026.0,4161.038542170618
S106,S,1,1.0,"38,29 m²",-,Predaný,,38.29,,
S107,S,1,1.0,"38,30 m²",-,Predaný,,38.3,,
S108,S,1,2.0,"62,01 m²",-,Nedostupný,,62.01,,
S101,S,1,2.0,"42,44 m²",-,Predaný,,42.44,,
S102,S,1,2.0,"48,53 m²",-,Nedostupný,,48.53,,
T156,T,15,5.0,"116,16 m²",551 511 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t156/,116.16,551511.0,4747.856404958678
T136,T,13,5.0,"118,85 m²",536 074 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t136/,118.85,536074.0,4510.5090450147245
T146,T,14,5.0,"117,74 m²",536 387 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t146/,117.74,536387.0,4555.690504501444
T08,T,0,1.0,"43,03 m²",-,Rezervovaný,,43.03,,
T03,T,0,2.0,"46,69 m²",-,Nedostupný,,46.69,,
T155,T,15,4.0,"116,78 m²",551 511 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t155/,116.78,551511.0,4722.649426271621
T154,T,15,2.0,"47,52 m²",-,Nedostupný,,47.52,,
T153,T,15,4.0,"102,33 m²",-,Predaný,,102.33,,
T152,T,15,4.0,"100,34 m²",-,Nedostupný,,100.34,,
T151,T,15,4.0,"108,39 m²",-,Nedostupný,,108.39,,
T145,T,14,4.0,"118,36 m²",536 387 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t145/,118.36,536387.0,4531.826630618452
T144,T,14,2.0,"47,52 m²",269 021 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t144/,47.52,269021.0,5661.21632996633
T143,T,14,4.0,"102,87 m²",-,Nedostupný,,102.87,,
T142,T,14,4.0,"101,02 m²",-,Nedostupný,,101.02,,
T141,T,14,4.0,"107,24 m²",-,Predaný,,107.24,,
T135,T,13,4.0,"119,47 m²",536 074 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t135/,119.47,536074.0,4487.101364359253
T134,T,13,2.0,"47,17 m²",-,Nedostupný,,47.17,,
T133,T,13,4.0,"103,10 m²",-,Predaný,,103.1,,
T132,T,13,4.0,"100,79 m²",-,Nedostupný,,100.79,,
T131,T,13,4.0,"108,56 m²",-,Predaný,,108.56,,
T125,T,12,4.0,"118,15 m²",519 983 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t125/,118.15,519983.0,4401.04104951333
T124,T,12,2.0,"47,52 m²",-,Nedostupný,,47.52,,
T123,T,12,4.0,"102,87 m²",-,Predaný,,102.87,,
T122,T,12,4.0,"101,02 m²",-,Predaný,,101.02,,
T121,T,12,4.0,"107,24 m²",451 163 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t121/,107.24,451163.0,4207.040283476315
T118,T,11,3.0,"66,23 m²",312 207 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t118/,66.23,312207.0,4713.981579344708
T117,T,11,2.0,"47,44 m²",263 893 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t117/,47.44,263893.0,5562.668634064081
T116,T,11,1.0,"34,50 m²",-,Nedostupný,,34.5,,
T115,T,11,3.0,"65,30 m²",-,Predaný,,65.3,,
T114,T,11,2.0,"54,95 m²",-,Predaný,,54.95,,
T113,T,11,1.0,"31,14 m²",-,Nedostupný,,31.14,,
T112,T,11,1.0,"30,85 m²",-,Nedostupný,,30.85,,
T111,T,11,2.0,"51,47 m²",-,Predaný,,51.47,,
T108,T,10,3.0,"67,28 m²",-,Predaný,,67.28,,
T107,T,10,2.0,"47,83 m²",-,Nedostupný,,47.83,,
T106,T,10,1.0,"34,50 m²",-,Nedostupný,,34.5,,
T105,T,10,3.0,"64,54 m²",-,Rezervovaný,,64.54,,
T104,T,10,2.0,"54,50 m²",-,Predaný,,54.5,,
T103,T,10,1.0,"30,93 m²",-,Nedostupný,,30.93,,
T102,T,10,1.0,"31,45 m²",-,Nedostupný,,31.45,,
T101,T,10,2.0,"51,13 m²",-,Predaný,,51.13,,
T98,T,9,3.0,"66,84 m²",-,Nedostupný,,66.84,,
T97,T,9,2.0,"47,44 m²",-,Nedostupný,,47.44,,
T96,T,9,1.0,"34,50 m²",-,Predaný,,34.5,,
T95,T,9,3.0,"65,30 m²",-,Predrezervovaný,,65.3,,
T94,T,9,2.0,"54,95 m²",-,Predaný,,54.95,,
T93,T,9,1.0,"31,34 m²",-,Nedostupný,,31.34,,
T92,T,9,1.0,"31,19 m²",-,Nedostupný,,31.19,,
T91,T,9,2.0,"51,84 m²",266 163 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t91/,51.84,266163.0,5134.31712962963
T88,T,8,3.0,"67,58 m²",-,Nedostupný,,67.58,,
T87,T,8,2.0,"47,45 m²",-,Predaný,,47.45,,
T86,T,8,1.0,"34,19 m²",-,Predaný,,34.19,,
T85,T,8,3.0,"65,07 m²",-,Predaný,,65.07,,
T84,T,8,2.0,"55,18 m²",-,Predaný,,55.18,,
T83,T,8,1.0,"31,08 m²",-,Predaný,,31.08,,
T82,T,8,1.0,"31,19 m²",-,Nedostupný,,31.19,,
T81,T,8,2.0,"51,60 m²",-,Predaný,,51.6,,
T78,T,7,3.0,"67,28 m²",309 073 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t78/,67.28,309073.0,4593.831747919144
T77,T,7,2.0,"47,83 m²",-,Nedostupný,,47.83,,
T76,T,7,1.0,"34,51 m²",-,Predaný,,34.51,,
T75,T,7,3.0,"64,54 m²",-,Rezervovaný,,64.54,,
T74,T,7,2.0,"54,50 m²",-,Predaný,,54.5,,
T73,T,7,1.0,"31,17 m²",189 036 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t73/,31.17,189036.0,6064.677574590953
T72,T,7,1.0,"31,58 m²",-,Predaný,,31.58,,
T71,T,7,2.0,"51,13 m²",-,Predaný,,51.13,,
T68,T,6,3.0,"67,52 m²",307 878 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t68/,67.52,307878.0,4559.804502369669
T67,T,6,2.0,"47,44 m²",-,Predaný,,47.44,,
T66,T,6,1.0,"34,19 m²",-,Predaný,,34.19,,
T65,T,6,3.0,"65,07 m²",-,Predaný,,65.07,,
T64,T,6,2.0,"55,18 m²",-,Predaný,,55.18,,
T63,T,6,1.0,"31,19 m²",-,Predaný,,31.19,,
T62,T,6,1.0,"31,34 m²",-,Predaný,,31.34,,
T61,T,6,2.0,"51,60 m²",-,Nedostupný,,51.6,,
T58,T,5,3.0,"66,79 m²",304 398 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t58/,66.79,304398.0,4557.538553675699
T57,T,5,2.0,"47,44 m²",-,Nedostupný,,47.44,,
T56,T,5,1.0,"34,50 m²",-,Predaný,,34.5,,
T55,T,5,3.0,"65,30 m²",-,Nedostupný,,65.3,,
T54,T,5,2.0,"54,95 m²",-,Predaný,,54.95,,
T53,T,5,1.0,"31,45 m²",-,Predaný,,31.45,,
T52,T,5,1.0,"31,34 m²",-,Predaný,,31.34,,
T51,T,5,2.0,"51,84 m²",259 401 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t51/,51.84,259401.0,5003.877314814815
T48,T,4,3.0,"99,72 m²",-,Nedostupný,,99.72,,
T47,T,4,2.0,"47,75 m²",-,Predaný,,47.75,,
T46,T,4,1.0,"34,19 m²",-,Predaný,,34.19,,
T45,T,4,3.0,"106,18 m²",-,Nedostupný,,106.18,,
T44,T,4,2.0,"82,24 m²",-,Nedostupný,,82.24,,
T43,T,4,1.0,"31,45 m²",-,Predaný,,31.45,,
T42,T,4,1.0,"31,60 m²",-,Predaný,,31.6,,
T41,T,4,2.0,"75,83 m²",-,Nedostupný,,75.83,,
T317,T,3,3.0,"71,13 m²",-,Predrezervovaný,,71.13,,
T316,T,3,2.0,"53,71 m²",257 071 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t316/,53.71,257071.0,4786.278160491528
T315,T,3,2.0,"57,44 m²",-,Predaný,,57.44,,
T314,T,3,2.0,"47,44 m²",-,Predaný,,47.44,,
T313,T,3,1.0,"34,51 m²",-,Nedostupný,,34.51,,
T312,T,3,2.0,"58,39 m²",273 606 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t312/,58.39,273606.0,4685.83661585888
T311,T,3,1.0,"36,42 m²",-,Nedostupný,,36.42,,
T310,T,3,2.0,"47,56 m²",-,Predaný,,47.56,,
T39,T,3,2.0,"55,86 m²",-,Nedostupný,,55.86,,
T38,T,3,2.0,"57,17 m²",-,Predaný,,57.17,,
T37,T,3,2.0,"49,60 m²",241 009 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t37/,49.6,241009.0,4859.052419354839
T36,T,3,2.0,"50,07 m²",-,Predaný,,50.07,,
T35,T,3,1.0,"31,43 m²",-,Predaný,,31.43,,
T34,T,3,1.0,"31,34 m²",-,Predaný,,31.34,,
T33,T,3,2.0,"51,62 m²",-,Predaný,,51.62,,
T32,T,3,2.0,"55,14 m²",264 715 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t32/,55.14,264715.0,4800.779833151977
T31,T,3,2.0,"52,37 m²",251 339 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t31/,52.37,251339.0,4799.293488638534
T217,T,2,3.0,"70,36 m²",-,Predrezervovaný,,70.36,,
T216,T,2,2.0,"54,05 m²",-,Nedostupný,,54.05,,
T215,T,2,2.0,"57,10 m²",-,Nedostupný,,57.1,,
T214,T,2,2.0,"47,75 m²",-,Predaný,,47.75,,
T213,T,2,1.0,"34,20 m²",-,Predaný,,34.2,,
T212,T,2,2.0,"57,80 m²",269 721 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t212/,57.8,269721.0,4666.453287197232
T211,T,2,1.0,"35,91 m²",-,Predaný,,35.91,,
T210,T,2,2.0,"48,49 m²",-,Nedostupný,,48.49,,
T29,T,2,2.0,"56,07 m²",-,Predaný,,56.07,,
T28,T,2,2.0,"55,13 m²",-,Nedostupný,,55.13,,
T27,T,2,2.0,"49,58 m²",-,Nedostupný,,49.58,,
T26,T,2,2.0,"50,61 m²",-,Nedostupný,,50.61,,
T25,T,2,1.0,"30,94 m²",-,Predaný,,30.94,,
T24,T,2,1.0,"30,89 m²",-,Predaný,,30.89,,
T23,T,2,2.0,"50,38 m²",245 665 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t23/,50.38,245665.0,4876.2405716554185
T22,T,2,2.0,"54,90 m²",-,Nedostupný,,54.9,,
T21,T,2,2.0,"50,57 m²",243 531 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t21/,50.57,243531.0,4815.7207830729685
T19,T,1,2.0,"55,22 m²",-,Nedostupný,,55.22,,
T18,T,1,2.0,"48,07 m²",-,Nedostupný,,48.07,,
T17,T,1,1.0,"36,13 m²",-,Nedostupný,,36.13,,
T16,T,1,2.0,"57,24 m²",-,Nedostupný,,57.24,,
T15,T,1,1.0,"33,86 m²",187 449 €,Voľný,https://www.ceresne.sk/ponuka-bytov/byt/t15/,33.86,187449.0,5536.001181334908
T14,T,1,2.0,"47,53 m²",-,Nedostupný,,47.53,,
T13,T,1,2.0,"57,19 m²",-,Nedostupný,,57.19,,
T12,T,1,2.0,"53,38 m²",-,Nedostupný,,53.38,,
T11,T,1,3.0,"72,01 m²",-,Nedostupný,,72.01,,
